timestamp,tx_id,amount,country,product_id,status,latency_ms
2025-12-04 16:25:00,100047,94.24,IN,115,success,76
2025-12-04 16:25:00,100048,114.15,IN,116,success,135
2025-12-04 16:25:00,100049,105.97,IN,106,success,219
2025-12-04 16:25:00,100050,112.18,DE,122,success,134
2025-12-04 16:26:00,100051,88.42,IN,121,success,110
2025-12-04 16:27:00,100052,58.19,IN,103,success,154
2025-12-04 16:27:00,100053,37.27,IN,100,success,82
2025-12-04 16:28:00,100054,70.93,IN,100,success,178
2025-12-04 16:28:00,100055,17.81,UK,107,success,226
2025-12-04 16:28:00,100056,17.41,IN,110,success,153
2025-12-04 16:28:00,100057,17.79,IN,121,success,152
2025-12-04 16:29:00,100058,33.57,IN,129,success,143
2025-12-04 16:29:00,100059,107.06,IN,107,success,123
2025-12-04 16:29:00,100060,96.31,DE,106,success,61
2025-12-04 16:32:00,100061,48.97,IN,127,success,218
2025-12-04 16:32:00,100062,90.2,UK,120,success,159
2025-12-04 16:32:00,100063,20.83,IN,110,success,178
2025-12-04 16:34:00,100064,31.07,IN,104,success,131
2025-12-04 16:35:00,100065,30.18,IN,127,success,101
2025-12-04 16:35:00,100066,111.56,IN,127,success,219
2025-12-04 16:35:00,100067,104.16,IN,120,success,123
2025-12-04 16:36:00,100068,101.96,US,129,success,130
2025-12-04 16:36:00,100069,92.89,IN,113,success,119
2025-12-04 16:36:00,100070,63.42,IN,112,success,147
2025-12-04 16:36:00,100071,109.27,IN,100,success,192
2025-12-04 16:37:00,100072,39.17,DE,114,success,208
2025-12-04 16:37:00,100073,41.38,UK,123,success,174
2025-12-04 16:37:00,100074,119.5,IN,122,success,72
2025-12-04 16:38:00,100075,27.03,IN,130,success,85
2025-12-04 16:38:00,100076,16.43,UK,101,success,210
2025-12-04 16:38:00,100077,92.28,IN,118,success,164
2025-12-04 16:39:00,100078,65.31,DE,105,success,154
2025-12-04 16:39:00,100079,16.26,IN,127,success,172
2025-12-04 16:39:00,100080,30.44,IN,121,success,186
2025-12-04 16:40:00,100081,54.42,US,118,success,156
2025-12-04 16:41:00,100082,73.68,IN,102,success,127
2025-12-04 16:42:00,100083,82.31,IN,110,success,169
2025-12-04 16:42:00,100084,112.82,IN,122,success,208
2025-12-04 16:42:00,100085,44.56,IN,104,success,106
2025-12-04 16:43:00,100086,60.29,US,129,success,116
2025-12-04 16:43:00,100087,17.98,IN,118,success,151
2025-12-04 16:46:00,100088,33.45,IN,129,success,127
2025-12-04 16:46:00,100089,48.39,IN,107,success,153
2025-12-04 16:46:00,100090,50.65,IN,126,success,206
2025-12-04 16:46:00,100091,69.75,IN,125,success,172
2025-12-04 16:47:00,100092,10.86,DE,109,success,175
2025-12-04 16:47:00,100093,112.49,IN,128,success,116
2025-12-04 16:47:00,100094,24.77,IN,103,success,127
2025-12-04 16:47:00,100095,91.67,IN,109,success,188
2025-12-04 16:48:00,100096,33.17,IN,121,success,107
2025-12-04 16:48:00,100097,79.77,IN,115,success,230
2025-12-04 16:48:00,100098,37.62,US,101,success,91
2025-12-04 16:48:00,100099,20.15,IN,108,success,73
2025-12-04 16:51:00,100100,94.82,UK,108,success,185
2025-12-04 16:51:00,100101,27.77,IN,122,success,155
2025-12-04 16:52:00,100102,71.7,IN,130,success,175
2025-12-04 16:52:00,100103,107.14,US,117,success,138
2025-12-04 16:52:00,100104,13.96,IN,117,success,131
2025-12-04 16:53:00,100105,57.28,IN,111,success,181
2025-12-04 16:55:00,100106,33.11,IN,103,success,155
2025-12-04 16:55:00,100107,48.9,IN,127,success,120
2025-12-04 16:56:00,100108,117.12,UK,129,success,178
2025-12-04 16:56:00,100109,112.29,DE,125,success,205
2025-12-04 16:56:00,100110,99.18,DE,100,success,135
2025-12-04 16:57:00,100111,91.02,IN,129,success,101
2025-12-04 16:58:00,100112,98.25,DE,125,success,80
2025-12-04 16:58:00,100113,37.3,IN,122,success,134
2025-12-04 16:58:00,100114,21.89,DE,127,success,153
2025-12-04 16:59:00,100115,34.47,DE,114,success,194
2025-12-04 16:59:00,100116,48.46,DE,127,success,95
2025-12-04 16:59:00,100117,35.04,IN,106,success,192
2025-12-04 17:00:00,100118,46.11,DE,130,success,148
2025-12-04 17:00:00,100119,95.07,IN,116,success,40
2025-12-04 17:00:00,100120,53.96,US,117,success,147
2025-12-04 17:01:00,100121,113.32,IN,108,success,136
2025-12-04 17:01:00,100122,29.64,US,108,success,222
2025-12-04 17:04:00,100123,57.8,UK,110,success,160
2025-12-04 17:04:00,100124,58.0,US,103,success,96
2025-12-04 17:04:00,100125,52.37,IN,108,success,166
2025-12-04 17:04:00,100126,14.88,IN,116,success,179
2025-12-04 17:05:00,100127,85.55,US,123,success,158
2025-12-04 17:05:00,100128,83.77,IN,102,success,143
2025-12-04 17:05:00,100129,114.38,US,119,success,204
2025-12-04 17:05:00,100130,44.53,DE,123,success,86
2025-12-04 17:06:00,100131,65.78,UK,110,success,139
2025-12-04 17:06:00,100132,54.26,IN,104,success,134
2025-12-04 17:07:00,100133,56.25,US,121,success,116
2025-12-04 17:08:00,100134,77.71,IN,117,success,154
2025-12-04 17:10:00,100135,41.56,IN,118,success,153
2025-12-04 17:10:00,100136,76.73,IN,114,success,100
2025-12-04 17:11:00,100137,84.32,IN,125,success,143
2025-12-04 17:11:00,100138,109.13,DE,105,success,103
2025-12-04 17:11:00,100139,82.47,IN,121,success,93
2025-12-04 17:12:00,100140,46.87,DE,124,success,166
2025-12-04 17:12:00,100141,35.84,IN,125,success,131
2025-12-04 17:12:00,100142,31.9,IN,107,success,163
2025-12-04 17:12:00,100143,118.23,UK,124,success,82
2025-12-04 17:14:00,100144,55.59,UK,106,success,138
2025-12-04 17:14:00,100145,89.02,IN,112,success,188
2025-12-04 17:14:00,100146,36.84,UK,100,success,79
2025-12-04 17:16:00,100147,34.07,DE,122,success,133
2025-12-04 17:16:00,100148,66.98,IN,107,success,108
2025-12-04 17:16:00,100149,110.92,IN,104,success,110
2025-12-04 17:17:00,100150,83.43,US,119,success,131
2025-12-04 17:17:00,100151,44.9,DE,114,success,229
2025-12-04 17:17:00,100152,77.39,UK,116,success,182
2025-12-04 17:18:00,100153,101.36,IN,128,success,68
2025-12-04 17:18:00,100154,27.51,DE,114,success,170
2025-12-04 17:18:00,100155,38.51,IN,120,success,79
2025-12-04 17:19:00,100156,94.24,IN,120,success,123
2025-12-04 17:19:00,100157,36.32,IN,122,success,171
2025-12-04 17:20:00,100158,35.79,IN,128,success,157
2025-12-04 17:20:00,100159,69.42,IN,107,success,148
2025-12-04 17:21:00,100160,86.33,UK,102,success,61
2025-12-04 17:21:00,100161,55.64,IN,114,success,145
2025-12-04 17:21:00,100162,55.74,IN,113,success,160
2025-12-04 17:22:00,100163,109.53,IN,122,success,130
2025-12-04 17:22:00,100164,12.15,DE,118,success,116
2025-12-04 17:22:00,100165,51.84,IN,111,success,155
2025-12-04 17:23:00,100166,92.88,DE,130,success,148
2025-12-04 17:23:00,100167,101.93,IN,123,success,129
2025-12-04 17:24:00,100168,97.99,DE,115,success,192
2025-12-04 17:24:00,100169,34.14,IN,100,success,177
2025-12-04 17:24:00,100170,52.77,UK,125,success,114
2025-12-04 17:24:00,100171,54.47,IN,114,success,219
2025-12-04 17:25:00,100172,117.88,IN,129,success,143
2025-12-04 17:26:00,100173,75.11,UK,102,success,204
2025-12-04 17:26:00,100174,80.7,IN,114,success,207
2025-12-04 17:26:00,100175,29.99,IN,110,success,113
2025-12-04 17:27:00,100176,60.02,IN,128,success,177
2025-12-04 17:28:00,100177,40.61,US,113,success,132
2025-12-04 17:28:00,100178,37.75,IN,100,success,167
2025-12-04 17:28:00,100179,92.39,IN,130,success,95
2025-12-04 17:29:00,100180,34.66,IN,130,success,93
2025-12-04 17:29:00,100181,81.69,DE,130,success,110
2025-12-04 17:30:00,100182,31.93,IN,104,success,204
2025-12-04 17:31:00,100183,23.88,UK,118,success,150
2025-12-04 17:32:00,100184,61.15,IN,111,success,166
2025-12-04 17:33:00,100185,76.65,US,122,success,143
2025-12-04 17:35:00,100186,116.12,IN,100,success,182
2025-12-04 17:36:00,100187,73.34,US,112,success,148
2025-12-04 17:36:00,100188,53.63,UK,102,success,197
2025-12-04 17:37:00,100189,85.97,UK,103,success,103
2025-12-04 17:37:00,100190,86.69,IN,121,success,136
2025-12-04 17:37:00,100191,76.05,IN,118,success,236
2025-12-04 17:37:00,100192,96.09,IN,113,success,40
2025-12-04 17:38:00,100193,17.59,UK,100,success,108
2025-12-04 17:38:00,100194,103.45,DE,103,success,185
2025-12-04 17:39:00,100195,115.69,UK,126,success,108
2025-12-04 17:39:00,100196,60.57,IN,105,success,124
2025-12-04 17:39:00,100197,90.72,US,108,success,149
2025-12-04 17:40:00,100198,98.9,IN,115,success,202
2025-12-04 17:40:00,100199,61.14,DE,118,success,203
2025-12-04 17:40:00,100200,39.52,DE,126,success,67
2025-12-04 17:40:00,100201,112.81,IN,114,success,131
2025-12-04 17:41:00,100202,92.55,IN,121,success,174
2025-12-04 17:42:00,100203,47.0,IN,110,success,158
2025-12-04 17:42:00,100204,30.0,IN,125,success,112
2025-12-04 17:42:00,100205,38.42,IN,119,success,70
2025-12-04 17:43:00,100206,71.14,IN,106,success,131
2025-12-04 17:43:00,100207,19.42,UK,115,success,207
2025-12-04 17:44:00,100208,93.4,UK,120,success,172
2025-12-04 17:44:00,100209,88.3,IN,100,success,188
2025-12-04 17:44:00,100210,20.24,IN,122,success,151
2025-12-04 17:44:00,100211,36.76,UK,111,success,165
2025-12-04 17:45:00,100212,70.88,IN,123,success,132
2025-12-04 17:45:00,100213,70.54,IN,114,success,109
2025-12-04 17:45:00,100214,39.8,IN,103,success,125
2025-12-04 17:46:00,100215,44.71,UK,130,success,198
2025-12-04 17:47:00,100216,31.07,UK,108,success,70
2025-12-04 17:48:00,100217,117.43,IN,109,success,142
2025-12-04 17:48:00,100218,117.86,DE,109,success,134
2025-12-04 17:48:00,100219,35.02,IN,100,success,145
2025-12-04 17:48:00,100220,87.88,IN,101,success,101
2025-12-04 17:50:00,100221,42.14,US,120,success,165
2025-12-04 17:50:00,100222,105.53,IN,127,success,115
2025-12-04 17:50:00,100223,11.35,IN,115,success,93
2025-12-04 17:50:00,100224,58.45,IN,101,success,195
2025-12-04 17:51:00,100225,113.52,IN,126,success,122
2025-12-04 17:51:00,100226,17.19,IN,118,success,144
2025-12-04 17:53:00,100227,26.41,IN,109,success,153
2025-12-04 17:55:00,100228,23.03,DE,119,success,167
2025-12-04 17:56:00,100229,96.98,IN,116,success,194
2025-12-04 17:56:00,100230,51.84,US,109,success,188
2025-12-04 17:56:00,100231,104.62,US,109,success,91
2025-12-04 17:56:00,100232,72.55,IN,130,success,68
2025-12-04 17:58:00,100233,78.81,IN,102,success,163
2025-12-04 17:59:00,100234,36.39,IN,105,success,75
2025-12-04 18:01:00,100235,59.56,IN,109,success,124
2025-12-04 18:01:00,100236,13.59,IN,109,success,134
2025-12-04 18:01:00,100237,87.33,IN,121,success,97
2025-12-04 18:02:00,100238,111.63,DE,120,success,221
2025-12-04 18:03:00,100239,82.73,US,113,success,148
2025-12-04 18:03:00,100240,22.63,IN,104,success,114
2025-12-04 18:03:00,100241,109.93,DE,102,success,120
2025-12-04 18:03:00,100242,16.56,DE,119,success,156
2025-12-04 18:04:00,100243,111.33,IN,114,success,158
2025-12-04 18:04:00,100244,85.75,UK,130,success,155
2025-12-04 18:04:00,100245,39.95,IN,114,success,187
2025-12-04 18:04:00,100246,18.85,IN,113,success,121
2025-12-04 18:05:00,100247,76.41,IN,107,success,190
2025-12-04 18:05:00,100248,115.81,DE,118,success,164
2025-12-04 18:06:00,100249,114.59,US,121,success,137
2025-12-04 18:06:00,100250,100.36,IN,124,success,150
2025-12-04 18:06:00,100251,93.19,IN,120,success,131
2025-12-04 18:06:00,100252,58.65,IN,118,success,193
2025-12-04 18:07:00,100253,79.83,IN,102,success,80
2025-12-04 18:07:00,100254,61.7,IN,110,success,88
2025-12-04 18:07:00,100255,83.71,DE,110,success,181
2025-12-04 18:08:00,100256,86.3,IN,130,success,169
2025-12-04 18:08:00,100257,54.05,DE,101,success,166
2025-12-04 18:08:00,100258,60.03,IN,110,success,217
2025-12-04 18:10:00,100259,105.14,DE,100,success,155
2025-12-04 18:10:00,100260,82.34,IN,113,success,55
2025-12-04 18:10:00,100261,15.96,IN,119,success,179
2025-12-04 18:11:00,100262,78.79,DE,106,success,165
2025-12-04 18:11:00,100263,39.38,IN,109,success,220
2025-12-04 18:11:00,100264,58.19,UK,103,success,176
2025-12-04 18:13:00,100265,97.92,UK,109,success,199
2025-12-04 18:13:00,100266,70.59,IN,102,success,144
2025-12-04 18:13:00,100267,34.72,DE,103,success,162
2025-12-04 18:13:00,100268,60.76,IN,126,success,95
2025-12-04 18:14:00,100269,64.82,UK,116,success,169
2025-12-04 18:15:00,100270,55.7,IN,115,success,198
2025-12-04 18:15:00,100271,36.81,IN,112,success,154
2025-12-04 18:16:00,100272,111.41,IN,128,success,107
2025-12-04 18:17:00,100273,105.04,IN,125,success,86
2025-12-04 18:18:00,100274,47.39,DE,108,success,160
2025-12-04 18:18:00,100275,100.26,IN,109,success,150
2025-12-04 18:18:00,100276,102.12,IN,121,success,148
2025-12-04 18:19:00,100277,105.18,IN,115,success,151
2025-12-04 18:19:00,100278,47.96,IN,117,success,141
2025-12-04 18:19:00,100279,51.49,US,127,success,137
2025-12-04 18:20:00,100280,117.89,IN,112,success,138
2025-12-04 18:21:00,100281,104.16,IN,110,success,162
2025-12-04 18:22:00,100282,87.58,DE,112,success,41
2025-12-04 18:22:00,100283,118.73,DE,120,success,187
2025-12-04 18:22:00,100284,117.89,IN,101,success,102
2025-12-04 18:23:00,100285,65.25,IN,127,success,148
2025-12-04 18:25:00,100286,20.97,US,100,success,162
2025-12-04 18:25:00,100287,89.47,IN,120,success,190
2025-12-04 18:25:00,100288,116.7,IN,125,success,123
2025-12-04 18:26:00,100289,47.24,UK,120,success,87
2025-12-04 18:26:00,100290,18.83,IN,121,success,202
2025-12-04 18:27:00,100291,51.8,IN,122,success,121
2025-12-04 18:27:00,100292,107.62,IN,117,success,94
2025-12-04 18:27:00,100293,13.95,IN,120,success,175
2025-12-04 18:27:00,100294,85.28,IN,107,success,103
2025-12-04 18:29:00,100295,117.62,DE,122,success,158
2025-12-04 18:29:00,100296,105.98,IN,122,success,130
2025-12-04 18:29:00,100297,42.94,IN,110,success,227
2025-12-04 18:31:00,100298,49.43,IN,107,success,175
2025-12-04 18:31:00,100299,68.43,IN,125,success,156
2025-12-04 18:32:00,100300,28.7,IN,127,success,174
2025-12-04 18:33:00,100301,78.17,IN,129,success,158
2025-12-04 18:33:00,100302,74.15,IN,120,success,107
2025-12-04 18:33:00,100303,37.94,IN,100,success,195
2025-12-04 18:34:00,100304,109.13,UK,105,success,179
2025-12-04 18:34:00,100305,18.12,US,118,success,268
2025-12-04 18:34:00,100306,42.91,US,122,success,130
2025-12-04 18:35:00,100307,60.25,IN,112,success,194
2025-12-04 18:35:00,100308,103.87,IN,112,success,96
2025-12-04 18:36:00,100309,49.49,IN,122,success,125
2025-12-04 18:36:00,100310,42.48,US,121,success,168
2025-12-04 18:36:00,100311,53.54,IN,127,success,144
2025-12-04 18:36:00,100312,85.44,UK,101,success,205
2025-12-04 18:37:00,100313,91.97,DE,128,success,220
2025-12-04 18:37:00,100314,41.48,DE,119,success,140
2025-12-04 18:37:00,100315,98.21,IN,106,success,115
2025-12-04 18:37:00,100316,78.3,UK,123,success,127
2025-12-04 18:38:00,100317,79.11,US,120,success,214
2025-12-04 18:40:00,100318,96.75,IN,111,success,68
2025-12-04 18:40:00,100319,90.56,IN,109,success,121
2025-12-04 18:41:00,100320,92.22,IN,104,success,159
2025-12-04 18:41:00,100321,96.52,DE,111,success,161
2025-12-04 18:42:00,100322,65.2,IN,105,success,242
2025-12-04 18:42:00,100323,38.27,DE,115,success,178
2025-12-04 18:42:00,100324,116.41,IN,127,success,215
2025-12-04 18:42:00,100325,47.26,IN,130,success,154
2025-12-04 18:44:00,100326,92.96,IN,121,success,164
2025-12-04 18:45:00,100327,116.4,DE,111,success,211
2025-12-04 18:45:00,100328,19.93,IN,108,success,236
2025-12-04 18:45:00,100329,69.02,IN,121,success,101
2025-12-04 18:46:00,100330,74.3,DE,130,success,136
2025-12-04 18:46:00,100331,50.86,UK,115,success,116
2025-12-04 18:48:00,100332,107.27,IN,129,success,216
2025-12-04 18:48:00,100333,77.11,UK,120,success,162
2025-12-04 18:48:00,100334,100.62,US,109,success,240
2025-12-04 18:48:00,100335,81.42,IN,101,success,123
2025-12-04 18:50:00,100336,119.55,IN,107,success,154
2025-12-04 18:50:00,100337,107.6,IN,114,success,125
2025-12-04 18:51:00,100338,83.75,UK,130,success,196
2025-12-04 18:51:00,100339,69.42,IN,123,success,121
2025-12-04 18:52:00,100340,107.4,UK,126,success,157
2025-12-04 18:53:00,100341,77.72,US,108,success,134
2025-12-04 18:53:00,100342,13.6,IN,114,success,212
2025-12-04 18:53:00,100343,58.92,IN,111,success,100
2025-12-04 18:55:00,100344,69.89,US,111,success,196
2025-12-04 18:55:00,100345,16.66,IN,130,success,193
2025-12-04 18:57:00,100346,20.08,IN,120,success,219
2025-12-04 18:57:00,100347,75.69,IN,125,success,135
2025-12-04 18:57:00,100348,46.69,US,125,success,165
2025-12-04 18:58:00,100349,32.57,DE,117,success,116
2025-12-04 18:58:00,100350,32.79,IN,127,success,195
2025-12-04 18:58:00,100351,35.63,DE,125,success,239
2025-12-04 18:58:00,100352,109.06,IN,127,success,154
2025-12-04 18:59:00,100353,118.63,IN,125,success,89
2025-12-04 19:00:00,100354,22.09,DE,104,success,161
2025-12-04 19:02:00,100355,96.9,IN,110,success,139
2025-12-04 19:02:00,100356,11.74,IN,104,success,173
2025-12-04 19:03:00,100357,67.87,UK,115,success,148
2025-12-04 19:03:00,100358,59.31,IN,118,success,243
2025-12-04 19:03:00,100359,22.0,IN,130,success,216
2025-12-04 19:04:00,100360,14.77,DE,127,success,127
2025-12-04 19:04:00,100361,82.48,IN,120,success,161
2025-12-04 19:04:00,100362,116.04,IN,115,success,120
2025-12-04 19:04:00,100363,103.2,IN,103,success,157
2025-12-04 19:05:00,100364,88.36,IN,128,success,115
2025-12-04 19:05:00,100365,18.89,UK,102,success,177
2025-12-04 19:05:00,100366,23.88,UK,118,success,160
2025-12-04 19:06:00,100367,88.34,IN,119,success,179
2025-12-04 19:06:00,100368,68.36,IN,119,success,133
2025-12-04 19:06:00,100369,57.32,DE,103,success,160
2025-12-04 19:06:00,100370,103.81,UK,124,success,179
2025-12-04 19:07:00,100371,89.29,IN,114,success,143
2025-12-04 19:07:00,100372,107.69,IN,126,success,162
2025-12-04 19:07:00,100373,59.88,IN,103,success,164
2025-12-04 19:07:00,100374,44.38,IN,108,success,160
2025-12-04 19:08:00,100375,114.9,UK,115,success,201
2025-12-04 19:08:00,100376,17.38,DE,102,success,140
2025-12-04 19:09:00,100377,20.62,UK,125,success,118
2025-12-04 19:09:00,100378,24.31,IN,130,success,82
2025-12-04 19:09:00,100379,71.77,IN,103,success,151
2025-12-04 19:10:00,100380,48.9,UK,124,success,130
2025-12-04 19:10:00,100381,56.52,US,101,success,86
2025-12-04 19:10:00,100382,116.52,UK,111,success,185
2025-12-04 19:12:00,100383,65.82,IN,115,success,136
2025-12-04 19:12:00,100384,34.67,IN,127,success,151
2025-12-04 19:12:00,100385,71.19,IN,108,success,118
2025-12-04 19:12:00,100386,73.15,DE,127,success,152
2025-12-04 19:13:00,100387,117.2,DE,119,success,182
2025-12-04 19:13:00,100388,84.25,IN,119,success,225
2025-12-04 19:13:00,100389,112.2,DE,108,success,90
2025-12-04 19:13:00,100390,13.18,IN,124,success,195
2025-12-04 19:14:00,100391,111.37,IN,105,success,131
2025-12-04 19:14:00,100392,105.68,IN,112,success,168
2025-12-04 19:16:00,100393,91.51,US,102,success,178
2025-12-04 19:17:00,100394,33.66,IN,110,success,161
2025-12-04 19:17:00,100395,27.32,IN,110,success,126
2025-12-04 19:17:00,100396,95.45,IN,102,success,178
2025-12-04 19:17:00,100397,107.17,IN,124,success,113
2025-12-04 19:18:00,100398,15.47,IN,114,success,190
2025-12-04 19:18:00,100399,82.81,IN,114,success,160
2025-12-04 19:18:00,100400,55.56,IN,116,success,171
2025-12-04 19:18:00,100401,22.52,IN,109,success,95
2025-12-04 19:19:00,100402,63.53,UK,101,success,135
2025-12-04 19:19:00,100403,34.26,US,101,success,151
2025-12-04 19:19:00,100404,10.85,IN,106,success,133
2025-12-04 19:19:00,100405,94.41,DE,109,success,182
2025-12-04 19:20:00,100406,23.2,IN,113,success,189
2025-12-04 19:20:00,100407,29.33,IN,122,success,47
2025-12-04 19:21:00,100408,65.03,DE,125,success,179
2025-12-04 19:22:00,100409,17.93,DE,101,success,221
2025-12-04 19:22:00,100410,57.98,IN,102,success,161
2025-12-04 19:23:00,100411,73.33,IN,122,success,142
2025-12-04 19:23:00,100412,80.42,IN,112,success,158
2025-12-04 19:25:00,100413,28.91,US,114,success,161
2025-12-04 19:25:00,100414,101.52,US,102,success,131
2025-12-04 19:26:00,100415,102.89,IN,118,success,158
2025-12-04 19:26:00,100416,54.05,IN,127,success,182
2025-12-04 19:26:00,100417,44.13,IN,110,success,161
2025-12-04 19:27:00,100418,18.4,UK,116,success,159
2025-12-04 19:28:00,100419,31.33,DE,111,success,149
2025-12-04 19:28:00,100420,90.01,DE,126,success,157
2025-12-04 19:28:00,100421,26.25,IN,108,success,147
2025-12-04 19:28:00,100422,31.7,UK,124,success,102
2025-12-04 19:30:00,100423,114.64,UK,114,success,145
2025-12-04 19:31:00,100424,93.59,IN,129,success,131
2025-12-04 19:31:00,100425,107.03,UK,119,success,183
2025-12-04 19:31:00,100426,45.55,US,110,success,143
2025-12-04 19:31:00,100427,26.61,IN,114,success,64
2025-12-04 19:32:00,100428,97.6,IN,111,success,101
2025-12-04 19:32:00,100429,65.81,IN,114,success,96
2025-12-04 19:35:00,100430,101.49,IN,127,success,81
2025-12-04 19:35:00,100431,117.51,IN,119,success,82
2025-12-04 19:36:00,100432,52.29,IN,130,success,116
2025-12-04 19:36:00,100433,97.1,DE,114,success,122
2025-12-04 19:36:00,100434,110.0,IN,106,success,201
2025-12-04 19:36:00,100435,45.37,IN,104,success,169
2025-12-04 19:38:00,100436,21.39,DE,110,success,95
2025-12-04 19:38:00,100437,118.06,IN,120,success,160
2025-12-04 19:38:00,100438,28.98,IN,114,success,182
2025-12-04 19:39:00,100439,67.65,UK,111,success,62
2025-12-04 19:39:00,100440,51.01,IN,113,success,86
2025-12-04 19:39:00,100441,95.19,UK,101,success,172
2025-12-04 19:40:00,100442,17.25,IN,121,success,216
2025-12-04 19:40:00,100443,52.52,IN,127,success,139
2025-12-04 19:41:00,100444,106.06,IN,118,success,174
2025-12-04 19:41:00,100445,83.0,US,109,success,141
2025-12-04 19:41:00,100446,116.45,UK,112,success,159
2025-12-04 19:41:00,100447,24.18,UK,102,success,170
2025-12-04 19:42:00,100448,71.48,UK,110,success,199
2025-12-04 19:42:00,100449,99.45,UK,126,success,130
2025-12-04 19:43:00,100450,20.28,UK,116,success,138
2025-12-04 19:43:00,100451,49.8,IN,105,success,152
2025-12-04 19:43:00,100452,114.63,IN,124,success,137
2025-12-04 19:43:00,100453,63.49,IN,104,success,146
2025-12-04 19:44:00,100454,18.49,DE,103,success,165
2025-12-04 19:45:00,100455,94.8,DE,128,success,144
2025-12-04 19:45:00,100456,67.92,UK,128,success,161
2025-12-04 19:45:00,100457,94.29,IN,112,success,109
2025-12-04 19:45:00,100458,26.97,IN,122,success,192
2025-12-04 19:46:00,100459,98.99,IN,114,success,153
2025-12-04 19:46:00,100460,14.81,IN,123,success,116
2025-12-04 19:46:00,100461,36.13,IN,109,success,161
2025-12-04 19:46:00,100462,92.76,DE,107,success,169
2025-12-04 19:47:00,100463,36.31,US,125,success,148
2025-12-04 19:47:00,100464,61.59,DE,111,success,101
2025-12-04 19:47:00,100465,84.61,IN,114,success,167
2025-12-04 19:47:00,100466,60.78,IN,112,success,99
2025-12-04 19:48:00,100467,68.02,US,126,success,148
2025-12-04 19:48:00,100468,31.97,UK,127,success,228
2025-12-04 19:48:00,100469,37.5,UK,127,success,154
2025-12-04 19:48:00,100470,50.83,US,122,success,160
2025-12-04 19:49:00,100471,103.63,IN,124,success,192
2025-12-04 19:49:00,100472,27.63,IN,116,success,146
2025-12-04 19:49:00,100473,26.21,IN,130,success,213
2025-12-04 19:49:00,100474,110.16,DE,128,success,156
2025-12-04 19:50:00,100475,112.35,IN,112,success,138
2025-12-04 19:50:00,100476,65.22,IN,102,success,179
2025-12-04 19:51:00,100477,34.7,IN,103,success,107
2025-12-04 19:51:00,100478,102.31,UK,125,success,158
2025-12-04 19:52:00,100479,25.14,IN,126,success,174
2025-12-04 19:53:00,100480,86.57,IN,122,success,182
2025-12-04 19:53:00,100481,61.6,UK,128,success,164
2025-12-04 19:53:00,100482,18.71,IN,126,success,133
